raceno,racetitle,raceurl,race_metadata,url1,url2,url3,url4,url5,new_t3,time1,time2,time3,time4,time5,name1,name2,name3,name4,name5,top50_time,totalPlayer,raceStart,new_t50,map
253,Tightened Valves,,,Cannibalism,Duke,SayGoodbye,KLTD1234,TylerDex,0,120683,122233,122683,122816,126167,conrad cole,Duke,girlygamergal,nksucks,TylerDex,135950,0,1697788800000,0,Spillway
254,Season of Spooks,,,Exephur,KLTD1234,Myszkaedzio,TSP,TylerDex,0,141000,141867,143433,143750,144650,2004 Ford F350,nksucks,Myszkaedzio,tsp,TylerDex,152416,0,1698393600000,0,DarkPath
255,Novem,,,Duke,YtseJam,Cannibalism,Mertex,KLTD1234,0,129900,129983,130067,130516,131767,not Duke,YtseJam,minuscule,911RaceEnjoyer,nksucks,137350,0,1698998400000,0,SunkenColumns
256,Iced in,,,ZT,Mertex,Ytsejam,KLTD1234,racecar,0,105050,105516,105667,109216,111383,YT ZT BTD6,Abi,Ytsejam,nksucks,RACECAR,115450,0,1699603200000,0,QuietStreet
257,Military Might,,,Cannibalism,Duke,KLTD1234,TSP,Player,0,159283,160783,161850,165416,165833,skibimi,skibimi's alt,nksucks,tsp,Player,174250,0,1700208000000,0,FiringRange
258,5 at all times,,,ParParPlayz,Sarcasm,KLTD1234,Ryre,Gumball,0,157733,158350,158733,163733,164116,ParParPlayz,Sarcasm,nksucks,Ryre,Gumball,179850,0,1700812800000,0,Underground
259,Casted Away,,,Cannibalism,KLTD1234,Gumball,TSP,Aero,0,164233,165750,166367,167750,168000,thanh xuan,nk sucks,Gumball,tsp,aero,174983,0,1701417600000,0,OffTheCoast
260,Shooting Straight Ahead,,,Leohgyon,bruhbruh,KLTD1234,Myszkaedzio,Kirtap,0,163550,165300,166216,166650,168583,Leohgyon,bruhbruh,nksucks,Myszkaedzio,Kirtap,181500,0,1702022400000,0,AlpineRun
261,Hindered Start,,,Cannibalism,KLTD1234,Ultra,Leohgyon,TSP,0,138016,140800,140833,141667,142567,nami swan,nksucks,AceSucks,NERF ACE,tsp,161416,0,1702627200000,0,Streambed
262,A Very Merry Race,,,Soce,Leohgyon,Earthyrock,KLTD1234,Myszkaedzio,0,92316,94100,94516,95250,95567,seveemma,NERF ACE,OG_Gamer2012,nksucks,Myszkaedzio,104467,0,1703232000000,0,FrozenOver
263,"A New Year, a New Time to Race!",,,Soce,Infinity,Leohgyon,Sarcasm,Player123,0,125716,125850,126516,126867,127150,Infinity,Use Code SGB,sgb sucks,Use code SGB,TY SGB,140167,0,1703836800000,0,ParkPath
264,Haunting the Bloons,,,Soce,KLTD1234,bruhbruh,Myszkaedzio,TylerDex,0,166267,166767,167083,168483,170150,Infinity,nksucks,bruhbruh,Myszkaedzio,TylerDex,182200,0,1704441600000,0,Haunted
265,Closed in,,,Soce,bruhbruh,Mertex,KLTD1234,TSP,0,140150,140333,140350,140467,141416,Lawrence Zhou,bruhbruh Zhou,SayGoodBye,nksucks,tsp,154467,0,1705046400000,0,Cornfield
266,Missing end of round cash ~By Leohgyon,,,Cannibalism,Soce,Duke,KLTD1234,TSP,0,131416,131883,133850,134416,136500,ytsejam,hina,Duke,nksucks,tsp,149567,0,1705651200000,0,Logs
267,Reverse Sweep,,,Soce,Aero,bruhbruh,KLTD1234,TSP,0,191716,191750,192900,198133,200000,hina,aero,bruuuuuuhbruh,nksucks,tsp,233150,0,1706256000000,0,Rake
268,Speaking in Fives,,,Soce,Affter,TylerDex,Leohgyon,Earthyrock,0,168750,169683,170083,170383,170783,hina,BOMBOCLAAAAAAT,TylerDex,Leohgyon,OG_Gamer2012,191133,0,1706860800000,0,Downstream
269,Jones and the Loops,,,KLTD1234,TylerDex,Myszkaedzio,Cannibalism,Sarah,0,121967,122000,122633,124033,124150,nk sucks,TylerDex,Myszkaedzio,Shwax,tsp alt,132133,0,1707465600000,0,InTheLoop
270,Bouncing Time,,,Sarah,Mertex,Leohgyon,TSP,EarthyRock,0,123983,125350,125450,125583,125867,tsp alt,Mertex,Leohgyon,tsp,OG_Gamer12,136416,0,1708070400000,0,SulfurSprings
271,Corvus at the end,,,Gumball,salo,KLTD1234,bruhbruh,ISAB,0,143250,143516,145600,148900,149767,Gumball,salo,nksucks,bruuuuuubruh,ISAB,164267,0,1708675200000,0,EndOfTheRoad
272,The Backline,,,Leohgyon,salo,KLTD1234,Josenobi,TylerDex,0,78950,79600,79716,79816,80683,Leohgyon,salo,nksucks,Josenobi,TylerDex,87050,0,1709280000000,0,Cracked
273,Coasting Around,,,Gumball,KLTD1234,Leohgyon,Myszkaedzio,SayGoodbye,0,146867,147267,147516,147867,148683,Gumball,nksucks,Leohgyon,Myszkaedzio,free feinberg,155533,0,1709884800000,0,OffTheCoast
274,Racing through the mud,,,Affter,Sarcasm,KLTD1234,Aero,TSP,0,140116,140633,141467,141600,142833,Bloonpopper428,Last,nksucks,aero,tsp,159833,0,1710489600000,0,MuddyPuddles
275,Hitting Fast and Hitting Hard,,,Myszkaedzio,KLTD1234,Aero,TSP,EarthyRock,0,142250,142733,143150,143367,143800,Myszkaedzio,nksucks,Haewon <3,tsp,OG_Gamer2012,176800,0,1711094400000,0,Cubism
276,Easter Rush,,,aero,KLTD1234,SayGoodbye,Colt,AYAYA,0,167633,172816,173000,174033,178533,aero,nksucks,sad girl bunny,Wonyoung <3,AYAYA,202900,0,1711699200000,0,SpringSpring
277,Darkness Awaits,,,KLTD1234,Mertex,Aero,SayGoodbye,EarthyPilot,0,159367,159500,160267,160283,160367,nksucks,kltd rng,aero,sad girl bunny,Femboyqt2006,171367,0,1712304000000,0,DarkCastle
278,Scrapping By,,,Gumball,Duke,Cannibalism,KLTD1234,ParParPlayz,0,143800,144000,145267,146867,150300,Gumball,Duke,NeedhHelpWHeli,nksucks,ParParPlayz,157867,0,1712908800000,0,Scrapyard
279,Around the Temple we go,,,KLTD1234,Ultra,EarthyPilot,Sarcasm,Leohgyon,0,158133,159116,159967,160033,160116,nksucks,Wonhee,Lawrence Zhou,Last,Leohgyon,170350,0,1713513600000,0,AdorasTemple
280,"Steam, Dinosaurs, Magic",,,Sarcasm,KLTD1234,AJAYA,Gumball,Dawid,0,156067,156267,157233,158116,158883,kltd rng,nksucks,AJAYA,Gumball,Dawid,173800,0,1714118400000,0,CastleRevenge
281,Don't step on the Spikes,,,TSP,Player,SayGoodbye,YtseJam,ParParPlayz,0,144400,145033,145533,145650,146600,tsp,Player,espresso,Ytsejam,ParParPlayz,173550,0,1714723200000,0,TheCabin
282,The not so race towers,,,Gumball,KLTD1234,Sarah,SayGoodbye,TSP,0,150450,152433,152916,153616,155750,Gumball,nksucks,Sarah,espresso,tsp,191650,0,1715328000000,0,LotusIsland
283,Onslaught at Sea,,,Leohgyon,1brt,KLTD1234,SayGoodbye,TSP,0,158983,159033,160416,162383,162650,Leohgyon,1brt,nksucks,Bloonpopper777,tsp,168633,41254,1715932800000,0,SpiceIslands
284,Brutal Ceramics,,,TSP,Gumball,Leohgyon,KLTD1234,Colt,0,161550,162267,162467,165033,167167,tsp,Gumball,Leohgyon,nksucks,Wonyoung <3,196300,11102,1716537600000,0,Cracked
285,The Pit Crew,,,salo,KLTD1234,Colt,Gumball,TSP,0,188300,188933,189450,192667,192850,salo,nksucks,Wonyoung <3,Gumball,tsp,224900,0,1717142400000,0,KartsNDarts
286,Rushing through the lab!,,,Mertex,Ajaya,Sarcasm,KLTD1234,salo,0,127267,127533,127650,129283,131067,kldt rng prime,Random Rain,euphoria,nksucks,salo,149333,18386,1717747200000,0,Tinkerton
287,The Long Rangers,,,Duke,Cannibalism,Leohgyon,TSP,YtseJam,0,159816,161683,163883,166116,169783,Duke,jason luv,Leohgyon,tsp,YtseJam,178616,2494,1718352000000,0,Cargo
288,A VERY late start,,,Colt,KLTD1234,salo,Gumball,Leohgyon,0,124733,126216,127833,128833,130216,YT: Colt BTD6,nksucks,salo,Gumball,Leohgyon,146416,9305,1718956800000,0,MonkeyMeadow
289,Quick Support,,,Cannibalism,Duke,KLTD1234,EarthyPilot,Necromable,0,148950,151467,156950,157567,162733,con artist,Duke,nksucks,Thunder1408,Necromable,205983,37010,1719561600000,0,Streambed
290,Fried Ice,,,Gumball,salo,Leohgyon,KLTD1234,Necromable,0,89867,90067,90600,91016,91267,Gumball,salo,Leohgyon,nksucks,Necromable,95583,49892,1720166400000,0,Downstream
291,Density Insanity,,,KLTD1234,Ajaya,Mertex,Hweioah,bestproDanny11,0,139933,139933,139983,140016,140016,nksucks,WORLAK  AJ!,ElGatinoSucks,Hweioah,bestproDanny11,142700,59885,1720771200000,0,FourCircles
292,Obyns Favorites,,,Gumball,ParParPlayz,Player,Xing er,Ajaya,0,200967,201083,203633,205183,205700,Gumball,ParParPlayz,Player,xing er,WORLAK AJ!,252050,10120,1721376000000,0,Rake
293,Crater Time,,,Cannibalism,GaryRecipe,Duke,MBM,KLTD1234,0,113300,113533,113650,113900,115783,bloons td6,GaryRecipe,Duke,MBM,nksucks,118867,42228,1721980800000,0,MoonLanding
294,Speeding through the Town Square,,,TSP,Gumball,Leohgyon,KLTD1234,Myszkaedzio,0,108650,109050,109083,111883,112416,tsp,Gumball,Leohgyon,nksucks,Myszkaedzio,121600,22991,1722585600000,0,TownCenter
295,The Olympics!,,,Gumball,Cannibalism,LegendaryTomato,salo,SayGoodbye,0,153750,153967,155416,158900,162616,el cocinero,baseballhitter,imagine cheats,salo,dawid t1,170267,23634,1723190400000,0,KartsNDarts
296,Mermonkey Splashes In!,,,KLTD1234,Necromable,Leohgyon,salo,Dawid,0,101700,102967,103083,103216,103667,nksucks,Necromable,Leohgyon,salo,Dawid,106100,44175,1723795200000,0,LuminousCove
297,Carving out a run,,,Gumball,KLTD1234,Dawid,SayGoodbye,OatsFX,0,121233,122267,123767,124383,124500,Gumball,nksucks,Dawid,isab,OatsFX,127750,0,1724400000000,0,Carved
298,Admiral at the Market,,,Cannibalism,Necromable,GaryRecipe,Duke,LegendaryTomato,0,119233,120583,120733,120816,121016,Wazamonogatari,Necromable,GaryRecipe,Duke,AYAYA SUCKS,135533,0,1725004800000,0,Bazaar
299,Ceramic Flood ~By FuryBlade787,,,EarthyRock,Leohgyon,Myszkaedzio,Mikshake,Dawid,0,115483,115633,115833,116067,116333,OG_Gamer2012,Leohgyon,Dawid T1,Mikshake,Dawid T1,124716,7845,1725609600000,0,Cubism
300,A very fast Hedge,,,KLTD1234,Leohgyon,Cannibalism,Tobi,Affter,0,174900,175483,177333,182067,184533,nksucks,Leohgyon,tehspeleengpol,Tobi,Fiat Panda Buy,198467,14265,1726214400000,0,Hedge
301,Three Four Five,,,Leohgyon,1brt,KLTD1234,Gumball,Myszkaedzio,0,124616,125067,126133,126683,127267,Leohgyon,1brt,nksucks,Gumball,Femboyqt2006,132216,52945,1726819200000,0,OneTwoTree
302,Frozen Craters,,,Necromable,KLTD1234,Gumball,Dawid,Parparplayz,0,96616,97067,97100,97700,99183,Necromable,nksucks,Gumball,Dawid,Dawid T1,113100,0,1727424000000,0,MoonLanding
303,Fast Platforms,,,Leohgyon,TSP,KLTD1234,Gumball,Necromable,0,120567,121933,123516,126416,127967,Leohgyon,tsp,nksucks,Gumball,Necromable,142367,14659,1728028800000,0,Sanctuary
304,"Spikes, Caltrops and More!",,,Gumball,KLTD1234,Necromable,1brt,SayGoodbye,0,145816,146667,147467,148600,148950,Gumball,nksucks,Necromable,1brt,24:15 fortress,154967,0,1728633600000,0,EndOfTheRoad
305,Quincy's Mountain Run,,,Necromable,Leohgyon,KLTD1234,Cannibalism,ParParPlayz,0,94700,96167,96467,98867,98867,Necromable,Leohgyon,nksucks,FAST TRACK SGB,Dawid T1,113567,0,1729238400000,0,AlpineRun
306,Pierce Problems Vol 2,,,Gumball,Necromable,Cannibalism,Dawid,SayGoodbye,0,150767,151200,152433,152683,152733,Gumball,Necromable,HAZHOUWEEN,Mortar Micro 2,og_gamer2007,162150,28943,1729843200000,0,LuminousCove
307,Ancient Strategies,,,Gumball,salo,SayGoodbye,Dawid,ParParPlayz,0,112800,113750,114800,115633,116400,Gumball,salo,og_gamer2007,Dawid,Dawid T1,124083,9062,1730448000000,0,AncientPortal
308,Some Extra Spice Please,,,KLTD1234,Gumball,Turtles,Necromable,trollification,0,106816,106967,107583,107700,108983,KLTD1234,Gumball,Turtles,Necromable,Fanum Tax,116516,3145,1731052800000,0,SpiceIslands
309,Decrypted,,,Leohgyon,Dawid,Gumball,trollification,EarthyRock,0,100150,100416,101450,101683,101700,WorstRaceEver,KLTD1234,Gumball,nkreallysucks,OG_Gamer2012,108200,8283,1731657600000,0,Encrypted
310,"Quiet, but Quick",,,KLTD1234,Gumball,Necromable,Dawid,GaTo314,0,130883,131667,132250,132500,133216,nksucks,Gumball,Necromable,Dawid,MR. SUE,136350,10767,1732262400000,0,QuietStreet
311,Super Monkey and Pals,,,SayGoodbye,trollification,Gumball,ParParPlayz,Dawid,0,169080,169500,171833,172050,172510,Phoenixpopper7,SuplierZWTF,Gumball,ParParPlayz-YT,Dawid,198600,0,1732867200000,0,Logs
312,Line Em Up,https://data.ninjakiwi.com/btd6/races/Line_Em_Up_m4c25eno/leaderboard,https://data.ninjakiwi.com/btd6/races/Line_Em_Up_m4c25eno/metadata,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,https://data.ninjakiwi.com/btd6/users/9fbb438b8a90f8a01e148d4d5e70e073cf554fbacf188c6e,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9cee14de8ec5aba31e40881a0e71ee76cf514bbfca14d83c,0,125250,125500,126450,126517,128017,Near,SuplierZWTF,nksucks,Raider,Necromable,142467,41194,1733472000000,0,KartsNDarts
313,Monkeys and Machines,https://data.ninjakiwi.com/btd6/races/Monkeys_and_Machines_m4koonys/leaderboard,https://data.ninjakiwi.com/btd6/races/Monkeys_and_Machines_m4koonys/metadata,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,https://data.ninjakiwi.com/btd6/users/9cbb1ed88a90aba61e47db4c0c73b571ce0d1fb89b17dc3f,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbb438b8a90f8a01e148d4d5e70e073cf554fbacf188c6e,0,116283,116683,116717,116800,116850,Near,Gumball,Myszkaedzio,nksucks,SuplierZWTF,120867,41072,1734076800000,0,Tinkerton
314,Treet Yourself Extreme Edition,https://data.ninjakiwi.com/btd6/races/Treet_Yourself_Extreme_Edition_m4ukr9d4/leaderboard,https://data.ninjakiwi.com/btd6/races/Treet_Yourself_Extreme_Edition_m4ukr9d4/metadata,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,https://data.ninjakiwi.com/btd6/users/9fbb438b8a90f8a01e148d4d5e70e073cf554fbacf188c6e,https://data.ninjakiwi.com/btd6/users/9cee14de8ec5aba31e40881a0e71ee76cf514bbfca14d83c,https://data.ninjakiwi.com/btd6/users/9fb91e8bda97afa04b14dd180a76e7219e0d19b497108e6c,0,148350,150883,152283,153967,154383,nksucks,espresso :),SuplierZWTF,Necromable,J DOT BREEZY,179950,5900,1734681600000,0,OneTwoTree
315,Attack from the Yacht!,https://data.ninjakiwi.com/btd6/races/Attack_from_the_Yacht_m4unba5k/leaderboard,https://data.ninjakiwi.com/btd6/races/Attack_from_the_Yacht_m4unba5k/metadata,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9ce9178c8c91fba34b47d94e0d26e576c9011dbe9a41da3b,https://data.ninjakiwi.com/btd6/users/9fbb438b8a90f8a01e148d4d5e70e073cf554fbacf188c6e,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,0,131300,132417,132717,132967,133433,nksucks,Dawid,ParParPlayz-YT,SuplierZWTF,Near,141733,23836,1735200000000,0,ProtectTheYacht
316,A Magical New Year,https://data.ninjakiwi.com/btd6/races/A_Magical_New_Year_m4und90r/leaderboard,https://data.ninjakiwi.com/btd6/races/A_Magical_New_Year_m4und90r/metadata,https://data.ninjakiwi.com/btd6/users/9cb8438cd89fafa21a468c4c0d72ee23cc504fb9cf11de69,https://data.ninjakiwi.com/btd6/users/9fb91e8bda97afa04b14dd180a76e7219e0d19b497108e6c,https://data.ninjakiwi.com/btd6/users/9ceb1182899ffda110108f4c0a22e770980514ed9e428c3d,https://data.ninjakiwi.com/btd6/users/9ce9178c8c91fba34b47d94e0d26e576c9011dbe9a41da3b,https://data.ninjakiwi.com/btd6/users/9cee14de8ec5aba31e40881a0e71ee76cf514bbfca14d83c,0,126283,128100,128217,129417,129533,Oh you,give him,hawk zhoua,Lawrence,Necromable,149233,32275,1735891200000,0,TownCenter
317,Corvus Carry,https://data.ninjakiwi.com/btd6/races/Corvus_Carry_m5kieee9/leaderboard,https://data.ninjakiwi.com/btd6/races/Corvus_Carry_m5kieee9/metadata,https://data.ninjakiwi.com/btd6/users/9cbb1ed88a90aba61e47db4c0c73b571ce0d1fb89b17dc3f,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9ced1583db93a8f74e11db4b097bb27ecb0018e998438e6d,https://data.ninjakiwi.com/btd6/users/9ced11dfdb92fea41b4ad94e5675e474cd014fb4cc138a3b,0,101100,102867,111883,117300,120667,Gumball,hawk lota,nksucks,chocbox,Kirtap,140200,23817,1736496000000,0,Carved
318,Explosive Chaos,https://data.ninjakiwi.com/btd6/races/Explosive_Chaos_m5zqcej5/leaderboard,https://data.ninjakiwi.com/btd6/races/Explosive_Chaos_m5zqcej5/metadata,https://data.ninjakiwi.com/btd6/users/9ceb1182899ffda110108f4c0a22e770980514ed9e428c3d,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fba4582da95acf11114dc495b7ae67e98014eed9e148a6e,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,https://data.ninjakiwi.com/btd6/users/9fbf108389c2f0f11b44d94c5d74e771c5001eef9a42dc6e,1,127350,127550,128067,128450,128600,hawk zhoua,nksucks,Trollification,lychworstboss,Leohgyon,137350,48183,1737100800000,0,MonkeyMeadow
319,Fast Fossils,https://data.ninjakiwi.com/btd6/races/Fast_Fossils_m69mm1vp/leaderboard,https://data.ninjakiwi.com/btd6/races/Fast_Fossils_m69mm1vp/metadata,https://data.ninjakiwi.com/btd6/users/9cee14de8ec5aba31e40881a0e71ee76cf514bbfca14d83c,https://data.ninjakiwi.com/btd6/users/9ce9178c8c91fba34b47d94e0d26e576c9011dbe9a41da3b,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fb945dedcc4aaad4e11dd185b77e67fc90d1fe99a19df3a,0,101483,101533,101867,102150,102383,Necromable,ParParPlayz-YT,Dawid,nksucks,Duke,110133,39852,1737705600000,0,Quarry
320,"Sunk in, one at a time",https://data.ninjakiwi.com/btd6/races/Sunk_in_one_at_a_time_m6j30kfp/leaderboard,https://data.ninjakiwi.com/btd6/races/Sunk_in_one_at_a_time_m6j30kfp/metadata,https://data.ninjakiwi.com/btd6/users/9fbf108389c2f0f11b44d94c5d74e771c5001eef9a42dc6e,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9ced108c8e93faa54b46da4d5626b723cd004eeacd10de3d,0,96017,96633,96633,96700,100817,Leohgyon,blue,nksucks,Myszkaedzio,tsp,109667,29538,1738310400000,0,SunkenColumns
321,Rush Hour at the Park,https://data.ninjakiwi.com/btd6/races/Rush_Hour_at_the_Park_m6szj540/leaderboard,https://data.ninjakiwi.com/btd6/races/Rush_Hour_at_the_Park_m6szj540/metadata,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbb468addc5f1f71c1088485f7bb724ca0214b99d138e69,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9fbf108389c2f0f11b44d94c5d74e771c5001eef9a42dc6e,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,0,129567,129767,129900,130833,131383,nksucks,GaryRecipe,Myszkaedzio,Leohgyon,el_gatino,136133,42412,1738915200000,0,ParkPath
322,For want of a Glade,https://data.ninjakiwi.com/btd6/races/For_want_of_a_Glade_m72dx6gi/leaderboard,https://data.ninjakiwi.com/btd6/races/For_want_of_a_Glade_m72dx6gi/metadata,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,https://data.ninjakiwi.com/btd6/users/9cb813d88d9ffaa44d45da435f76b576cc0d1dbb9816d139,0,132483,134367,134417,134783,137633,nksucks,Myszkaedzio,blue,el_gatino,Hyper,152583,23691,1739520000000,0,EnchantedGlade
323,"2 Lanes, 1 Tower for each",https://data.ninjakiwi.com/btd6/races/2_Lanes_1_Tower_for_each_m7ce345e/leaderboard,https://data.ninjakiwi.com/btd6/races/2_Lanes_1_Tower_for_each_m7ce345e/metadata,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9fbf108389c2f0f11b44d94c5d74e771c5001eef9a42dc6e,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,0,105917,105967,107067,107167,108200,nksucks,Leohgyon,Myszkaedzio,Dawid,el_gatino,116250,19364,1740124800000,0,WaterPark
324,The Lone Ice Monkey,https://data.ninjakiwi.com/btd6/races/The_Lone_Ice_Monkey_m7o0h27m/leaderboard,https://data.ninjakiwi.com/btd6/races/The_Lone_Ice_Monkey_m7o0h27m/metadata,https://data.ninjakiwi.com/btd6/users/9cbb1ed88a90aba61e47db4c0c73b571ce0d1fb89b17dc3f,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9cee14da8c90f1a2194bd943587be371ce511ebbcd10dc39,https://data.ninjakiwi.com/btd6/users/9fbd118b8bc5aaa21a4b8c4a5672e375ca034eb5ca188c31,https://data.ninjakiwi.com/btd6/users/9fba4582da95acf11114dc495b7ae67e98014eed9e148a6e,1,142650,144533,145067,146283,146300,Gumball,nksucks,Hweioah,Hi. AJ,Trollification,160233,38927,1740729600000,0,WinterPark
325,The Long Haul,https://data.ninjakiwi.com/btd6/races/The_Long_Haul_m7wqrnmz/leaderboard,https://data.ninjakiwi.com/btd6/races/The_Long_Haul_m7wqrnmz/metadata,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9fbf4582899ff8a64c40864d0c73e071c55119be9e45df3b,https://data.ninjakiwi.com/btd6/users/9fba17dfdb97acf14d4b864d0a7ae17299031bbc96198d3b,https://data.ninjakiwi.com/btd6/users/9fb81e838a97adad1f14dd190a73b524c9044eb99618db3b,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,1,115750,116483,118850,118950,119183,DawidT1,blue,Zora,j3nnyy,nksucks,143100,10875,1741334400000,0,SulfurSprings
326,Protect the Stump!,https://data.ninjakiwi.com/btd6/races/Protect_the_Stump_m87qnjy9/leaderboard,https://data.ninjakiwi.com/btd6/races/Protect_the_Stump_m87qnjy9/metadata,https://data.ninjakiwi.com/btd6/users/9fb81e838a97adad1f14dd190a73b524c9044eb99618db3b,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9ce917898bc4aaac10108b4b5626e77ec9564ebd96148e6c,https://data.ninjakiwi.com/btd6/users/9fbf43d9d796aaac1c41de4e5e7be672cc511aeacc138a39,https://data.ninjakiwi.com/btd6/users/9cbb1ed88a90aba61e47db4c0c73b571ce0d1fb89b17dc3f,1,141217,141750,142533,143083,143517,j3nnyy,nksucks,Myszkaedzio,hello :),Gumball,163767,41011,1741939200000,0,TreeStump
327,Hey I'm portaling here,https://data.ninjakiwi.com/btd6/races/Hey_Im_portaling_here_m8hq1ex1/leaderboard,https://data.ninjakiwi.com/btd6/races/Hey_Im_portaling_here_m8hq1ex1/metadata,https://data.ninjakiwi.com/btd6/users/9fbc44d8dd97fbf64c11871e0e27e7249d5215bb9914de31,https://data.ninjakiwi.com/btd6/users/9fbf108389c2f0f11b44d94c5d74e771c5001eef9a42dc6e,https://data.ninjakiwi.com/btd6/users/9ce9178c8c91fba34b47d94e0d26e576c9011dbe9a41da3b,https://data.ninjakiwi.com/btd6/users/9ced11d9df93faa44e40864e0d7bb776ce054fea9914d16e,https://data.ninjakiwi.com/btd6/users/9ceb41da8c91fff41c46db495c26e770990c1eb8ca108d3b,0,135817,136717,136850,137183,137667,DawidT1,Leohgyon,ParParPlayz-YT,nksucks,OG_Gamer2012,150383,23764,1742544000000,0,AncientPortal
